,Unnamed: 0,category,is_closed,latitude,longitude,name,rating,review_count,district
1355,1355,mideastern,False,34.041509999999995,-118.23261,Bavel,4.5,1064,los angeles
1356,1356,tapasmallplates,False,34.0941,-118.32734,Barkada,4.5,280,west hollywood
1357,1357,korean,False,34.04847,-118.30867,Road To Seoul,4.0,3650,los angeles
1358,1358,newamerican,False,34.06372,-118.36446,HiHo Cheeseburger,5.0,2,west hollywood
1359,1359,french,False,34.1053549,-118.3246985,Papilles Bistro,4.5,438,west hollywood
1360,1360,newamerican,False,34.076190000000004,-118.25656,Adamae,4.5,53,los angeles
1361,1361,taiwanese,False,34.0614,-118.23951,Lao Tao,4.0,405,los angeles
1362,1362,ramen,False,34.083710700000005,-118.3446759,Tatsu Ramen,4.0,3339,west hollywood
1363,1363,bars,False,34.101795,-118.3323928,Te'Kila,4.0,929,west hollywood
1364,1364,mexican,False,34.048120000000004,-118.21147,Guisados,4.5,2403,los angeles
1365,1365,newamerican,False,33.959442,-118.393598,Truxton's American Bistro,4.0,1366,inglewood
1366,1366,chicken_wings,False,34.067454299999994,-118.3096191,Gol Tong Chicken,4.5,551,west hollywood
1367,1367,lounges,False,34.092322,-118.338386203705,Next Door Lounge,4.0,1048,west hollywood
1368,1368,asianfusion,False,34.06344,-118.29831,Street Food Of Seoul,4.0,222,los angeles
1369,1369,sandwiches,False,34.0974499,-118.349941,The Carving Board,4.5,660,west hollywood
1370,1370,japanese,False,34.02507,-118.41227,n/naka,4.5,692,culver city
1371,1371,salvadoran,False,34.03876,-118.28075,La Pupusa Urban Eatery,4.5,210,los angeles
1372,1372,seafood,False,34.04768,-118.32254,La Cevicheria,4.5,829,west hollywood
1373,1373,breakfast_brunch,False,34.100159999999995,-118.33014,The Highlight Room Grill,4.0,190,west hollywood
1374,1374,newamerican,False,34.083690000000004,-118.33988,Auburn,4.5,72,west hollywood
1375,1375,vegan,False,34.083420000000004,-118.37011,Crossroads,4.0,1942,west hollywood
1376,1376,mediterranean,False,34.0477539,-118.2473573,Bäco Mercat,4.0,2535,los angeles
